"TOA5","EBM1","CR3000","8941","CR3000.Std.27","CPU:KC.EBM1_16.02.18.CR3","16128","DAR"
"TIMESTAMP","RECORD","BARO_P_SUR_Avg","HMP_M_RH_Avg","HMP_T_AIR_Avg","INK_G_INKS_Avg","INK_G_INKW_Avg","KT_T_SUR_Avg","LICOR_D_CD_Avg","LICOR_M_AH_Avg","OMB_N_N_001_Avg","OMB_N_N_002_Avg","PYG_R_LWDP_Avg","PYG_R_LWUP_Avg","PYG_T_BOT_Avg","PYG_T_TOP_Avg","PYR_R_SWDR_Avg","PYR_R_SWUR_Avg","SHF_F_SHF_001_Avg","SHF_F_SHF_002_Avg","SHF_F_SHF_003_Avg","SMT_M_SOIL_001_Avg","SMT_M_SOIL_002_Avg","SMT_M_SOIL_003_Avg","SMT_M_SOIL_004_Avg","SMT_T_SOIL_001_Avg","SMT_T_SOIL_002_Avg","SMT_T_SOIL_003_Avg","SMT_T_SOIL_004_Avg","Tsonic_Avg","Usonic_Avg","Vsonic_Avg","Wsonic_Avg","BARO_P_SUR_Min","HMP_M_RH_Min","HMP_T_AIR_Min","KT_T_SUR_Min","LICOR_D_CD_Min","LICOR_M_AH_Min","PYG_R_LWDP_Min","PYG_R_LWUP_Min","PYG_T_BOT_Min","PYG_T_TOP_Min","PYR_R_SWDR_Min","PYR_R_SWUR_Min","SHF_F_SHF_001_Min","SHF_F_SHF_002_Min","SHF_F_SHF_003_Min","SMT_M_SOIL_001_Min","SMT_M_SOIL_002_Min","SMT_M_SOIL_003_Min","SMT_M_SOIL_004_Min","SMT_T_SOIL_001_Min","SMT_T_SOIL_002_Min","SMT_T_SOIL_003_Min","SMT_T_SOIL_004_Min","Tsonic_Min","Usonic_Min","Vsonic_Min","Wsonic_Min","BARO_P_SUR_Max","HMP_M_RH_Max","HMP_T_AIR_Max","KT_T_SUR_Max","LICOR_D_CD_Max","LICOR_M_AH_Max","PYG_R_LWDP_Max","PYG_R_LWUP_Max","PYG_T_BOT_Max","PYG_T_TOP_Max","PYR_R_SWDR_Max","PYR_R_SWUR_Max","SHF_F_SHF_001_Max","SHF_F_SHF_002_Max","SHF_F_SHF_003_Max","SMT_M_SOIL_001_Max","SMT_M_SOIL_002_Max","SMT_M_SOIL_003_Max","SMT_M_SOIL_004_Max","SMT_T_SOIL_001_Max","SMT_T_SOIL_002_Max","SMT_T_SOIL_003_Max","SMT_T_SOIL_004_Max","Tsonic_Max","Usonic_Max","Vsonic_Max","Wsonic_Max","BARO_P_SUR_Std","HMP_M_RH_Std","HMP_T_AIR_Std","KT_T_SUR_Std","LICOR_D_CD_Std","LICOR_M_AH_Std","PYG_R_LWDP_Std","PYG_R_LWUP_Std","PYG_T_BOT_Std","PYG_T_TOP_Std","PYR_R_SWDR_Std","PYR_R_SWUR_Std","SHF_F_SHF_001_Std","SHF_F_SHF_002_Std","SHF_F_SHF_003_Std","SMT_M_SOIL_001_Std","SMT_M_SOIL_002_Std","SMT_M_SOIL_003_Std","SMT_M_SOIL_004_Std","SMT_T_SOIL_001_Std","SMT_T_SOIL_002_Std","SMT_T_SOIL_003_Std","SMT_T_SOIL_004_Std","Tsonic_Std","Usonic_Std","Vsonic_Std","Wsonic_Std","OMB_N_N_001_Tot","OMB_N_N_002_Tot"
"2016-02-25 22:40:00",46,1002.829,83.82887,-2.391152,0.8785618,0.3373077,-6.573426,826.8961,5.36065,0,0,-69.54356,-10.93067,-3.569152,-3.344244,-2.145064,1.173592,-104.7046,-89.74557,-101.6468,15.42033,19.80068,17.60086,17.91112,0,0,0,0.000480064,4.643498,-0.3224103,0.03434191,-0.02229497,1002.773,83.72337,-2.49646,-6.667715,822.0409,5.317706,-70.42268,-12.5139,-3.644418,-3.413351,-6.934572,-0.694912,-104.8868,-89.93034,-101.766,15.42,19.8,17.6,17.91,"NAN","NAN","NAN",0,4.478302,-0.49,-0.19,-0.15,1002.889,84.03717,-2.295853,-6.483891,832.9042,5.415586,-0.7839498,-9.176694,-3.496037,-3.284094,2.080382,2.779678,-104.498,-89.56036,-101.4874,15.49,19.88,17.67,17.98,"NAN","NAN","NAN",0.03,4.777313,-0.09,0.24,0.15,0.02356366,8.877174,0.03365454,0.04376071,2.58079,0.01753455,0.6315162,0.5156714,0.8345352,0.02093735,1.441569,0.5607203,0.104388,0.104398,0.05721971,0.004737016,0.007330408,0.007684954,0.008783825,0,0,0,0.003764513,0.03774457,0.06253585,0.07835233,0.03335669,0,0
"2016-02-25 22:50:00",47,1002.771,84.12492,-2.443352,1.056287,-0.05306429,-6.601282,831.167,5.349768,0,0,-69.60711,-10.83775,-3.59044,-3.365939,-2.203914,1.103994,-105.041,-90.11553,-101.8745,15.36028,19.73059,17.53085,17.84112,0,0,0,0.01967996,4.535194,-0.3797526,0.03440858,-0.01420656,1002.703,83.96699,-2.571289,-6.726284,825.8263,5.316912,-70.71449,-12.51374,-3.667693,-3.434541,-6.934621,0,-105.2226,-90.3546,-102.0464,15.36,19.73,17.53,17.84,"NAN","NAN","NAN",0,4.345459,-0.56,-0.24,-0.17,1002.837,84.3195,-2.3172,-6.500204,840.5156,5.398898,-68.66847,-9.176677,98.60036,0.9867337,2.773834,2.779655,-104.8868,-89.93034,-101.7105,15.42,19.8,17.6,17.91,"NAN","NAN","NAN",0.02,4.710846,-0.13,0.36,0.1,0.02899803,8.905842,0.04226458,0.05510832,2.194394,0.01081589,0.657147,0.5637978,0.02309079,0.05604719,1.567415,0.5388203,0.1028932,0.1123678,0.07242329,0.004060372,0.006388992,0.007684954,0.008783825,0,0,0,0.002509678,0.05676692,0.06977589,0.08072676,0.03339435,0,0
"2016-02-25 23:00:00",48,1002.748,84.39614,-2.554651,1.037991,-0.444228,-6.633496,832.2776,5.326909,0,0,-70.20475,-11.17456,-3.60598,-3.389196,-2.233615,0.8826816,-105.3719,-90.51147,-102.1466,15.29032,19.64075,17.45097,17.77112,0,0,0,0.01015935,4.470532,-0.4409781,0.1200713,-0.007440992,1002.699,84.13968,-2.663071,-6.738216,827.9103,5.291917,-71.00903,-13.34832,-3.68681,-3.455745,-7.628237,-0.694938,-105.5558,-90.72509,-102.3256,15.29,19.64,17.45,17.77,"NAN","NAN","NAN",0.01,4.279053,-0.79,-0.23,-0.24,1002.809,857.061,-2.443192,-6.537569,837.5763,5.380434,-69.54627,-9.177037,-3.536343,-3.322315,2.773904,2.084832,-105.1664,-90.24911,-101.9907,15.36,19.73,17.53,17.84,"NAN","NAN","NAN",0.02,4.644379,-0.05,0.5,0.2,0.02317051,14.12384,0.03966117,0.04665586,1.868308,0.01617519,0.2566068,0.6734658,0.02414217,0.02265934,1.484115,0.542781,0.1007433,0.1170598,0.09002662,0.004702754,0.008182065,0.008759053,0.008765776,0,0,0,0.001252259,0.04598758,0.1818188,0.1514796,0.04870094,0,0
"2016-02-25 23:10:00",49,1002.795,84.59503,-2.598844,1.02053,-0.08641212,-6.826881,832.9021,5.329879,0,0,-70.03942,-11.65616,-3.652642,-3.455001,-2.299553,0.9592435,-105.7036,-90.91475,-102.4391,15.21034,19.55072,17.37093,17.69122,0,0,0,0.0001520811,4.510963,-0.3886372,0.03925426,-0.01123866,1002.732,84.41718,-2.701553,-6.913763,829.9327,5.302352,-71.0081,-13.34835,-3.750388,-3.536343,-6.934821,-0.694935,-105.8888,-91.14754,-102.604,15.21,19.55,17.37,17.69,"NAN","NAN","NAN","NAN",4.279053,-0.74,-0.26,-0.18,1002.855,84.87891,-2.464539,-6.708879,837.7347,5.360094,-69.25517,-10.0113,-3.557532,-3.345593,2.080449,2.08482,-105.5558,-90.67235,-102.27,15.29,19.64,17.45,17.77,"NAN","NAN","NAN","NAN",4.644379,-0.11,0.33,0.11,0.02421335,0.1334295,0.03848514,0.04328214,1.175343,0.01155285,0.2671295,0.494435,0.02799253,0.05137437,1.407862,0.542677,0.09235104,0.1222468,0.08495916,0.005134014,0.008019748,0.008568382,0.009790443,0,0,0,0.001223805,0.04829793,0.1179051,0.0952154,0.03513534,0,0
"2016-02-25 23:20:00",50,1002.8,84.97324,-2.54134,0.02721421,-0.4758333,-6.898599,834.1902,5.358954,0,0,-70.07421,-11.78318,-3.679172,-3.480353,-2.210428,0.9711929,-106.0094,-91.34816,-102.715,15.14033,19.46076,17.29098,17.61129,0,0,0,0,-111.7537,-65.34968,-65.25459,-65.20689,1002.747,84.82713,-2.671753,-6.980696,830.9547,5.332091,-71.00993,-13.34866,-3.809792,-3.576649,-6.934766,-0.6949353,-106.1663,-91.56991,-102.8819,15.14,19.46,17.29,17.61,"NAN","NAN","NAN","NAN",-173.8167,-100,-100,-100,1002.861,863.6756,-2.42395,-6.80913,839.439,5.398273,-69.25517,-10.42838,-3.619056,-3.404988,2.080463,2.084852,-105.8334,-91.0948,-102.5483,15.21,19.55,17.37,17.69,"NAN","NAN","NAN","NAN",10.82468,0.22,0.22,0.58,0.02326491,9.00123,0.04061998,0.04314612,1.330816,0.009431633,0.2862765,0.489187,0.02696743,0.02888053,1.456691,0.487773,0.08964714,0.126626,0.0829732,0.004737016,0.008214532,0.008782748,0.01003866,0,0,0,0,84.96705,47.43787,47.56802,47.6333,0,0
"2016-02-25 23:30:00",51,1002.807,85.20656,-2.623746,0.01120181,-0.4910925,-6.914513,835.1232,5.343205,0,0,-69.88779,-11.67002,-3.744012,-3.531972,-2.234978,0.9226319,-106.3072,-91.78198,-102.9769,15.06037,19.36085,17.21098,17.53129,0,0,0,0,4.451052,-0.452323,0.05225563,0.025014,1002.744,84.95665,-2.757156,-6.98877,831.2455,5.315189,-70.71763,-13.34836,-3.850095,-3.616954,-6.934902,-0.6949339,-106.4449,-92.04552,-103.1613,15.06,19.36,17.21,17.53,"NAN","NAN","NAN","NAN",4.24588,-0.64,-0.22,-0.11,1002.871,864.8972,-2.503021,-6.834234,841.0355,5.384486,-68.96309,-10.01119,0.9854394,-3.466485,2.773946,2.779773,-106.1106,-91.51691,-102.8261,15.14,19.46,17.29,17.61,"NAN","NAN","NAN","NAN",4.677643,-0.18,0.28,0.18,0.02471385,9.002291,0.04478905,0.03110962,1.982677,0.01371036,0.309603,0.5169564,0.05322445,0.8353698,1.588068,0.5703555,0.0862382,0.1325184,0.07625663,0.00541367,0.009162917,0.008783033,0.01003866,0,0,0,0,0.0866034,0.07459141,0.1125646,0.03820547,0,0
"2016-02-25 23:40:00",52,1002.772,85.43374,-2.785179,0.1916016,-0.3193908,-6.933181,833.9998,5.320759,0,0,-70.03547,-11.57682,-3.813097,-3.588483,-2.263059,0.791153,-106.5997,-92.24017,-103.2454,14.98037,19.26085,17.12111,17.44145,0,0,0,0,4.347922,-0.3981784,-0.1019423,0.02018136,1002.72,85.23895,-2.99202,-7.093224,829.5988,5.298234,-70.71928,-13.34891,-3.934857,-3.678447,-6.935062,-0.6949632,-106.7791,-92.4694,-103.3851,14.98,19.26,17.12,17.44,"NAN","NAN","NAN","NAN",4.146271,-0.68,-0.37,-0.08,1002.821,867.7521,-2.646149,-6.771204,843.5917,5.38045,-0.7939111,-10.01149,-3.701737,-3.504704,2.080519,2.08489,-106.4449,-91.99322,-103.0502,15.06,19.36,17.21,17.53,"NAN","NAN","NAN","NAN",4.511536,-0.19,0.16,0.17,0.02169924,0.08234536,0.06255335,0.09594913,2.986014,0.009368446,0.2759839,0.5561684,0.03919536,0.03406417,1.423935,0.5182478,0.08509161,0.1334956,0.08746313,0.005452689,0.009163099,0.009880449,0.01129354,0,0,0,0,0.05291397,0.1138612,0.1236479,0.02605771,0,0
"2016-02-25 23:50:00",53,1002.774,85.90145,-2.90507,0.5654874,-0.3355522,-6.768023,835.1122,5.299473,0,0,-69.87013,-10.56309,-3.905726,-3.669904,-2.263625,0.7937987,-106.8591,-92.70144,-103.4467,14.90037,19.16085,17.03111,17.36128,0,0,0,0,4.329868,-0.4003874,0.07672889,-0.02571143,1002.728,85.52921,-3.011246,-7.0765,829.9091,5.278865,-70.71976,-13.34896,-3.992186,-3.756953,-6.935058,-0.6949682,-107.0017,-92.94493,-103.5528,14.9,19.16,17.03,17.36,"NAN","NAN","NAN","NAN",4.146271,-0.69,-0.19,-0.24,1002.833,870.656,-2.797729,-6.524036,839.4848,5.318421,-68.96621,-8.343018,-3.822617,-3.60652,2.080534,2.084905,-106.6683,-92.4694,-103.3296,14.98,19.26,17.12,17.44,"NAN","NAN","NAN","NAN",4.478302,-0.11,0.31,0.17,0.02186534,6.408702,0.03480545,0.1799817,2.397865,0.00529184,0.300694,0.8797929,0.04752656,0.8350478,1.511756,0.5349582,0.0776912,0.136287,0.06173618,0.005452689,0.009163099,0.009880701,0.01003866,0,0,0,0,0.04338038,0.09350805,0.06731467,0.05309425,0,0
"2016-02-26 00:00:00",54,1002.765,86.25675,-2.997605,-0.03331535,-0.5351849,-6.942654,839.5965,5.279361,0,0,-69.41811,-11.21824,-4.003391,-3.768005,-2.253112,0.851018,-107.1082,-93.17166,-103.6534,14.82037,19.04102,16.9411,17.27145,0,0,0,0,4.315692,-0.3196239,-0.05156421,0.01074877,1002.716,86.06332,-3.115921,-7.134636,837.2138,5.258068,-70.71919,-12.93151,-4.136359,-3.882035,-6.935056,-0.6949698,-107.2799,-93.42074,-103.7761,14.82,19.04,16.94,17.27,"NAN","NAN","NAN","NAN",4.179443,-0.55,-0.3,-0.12,1002.828,86.52975,-2.857574,-6.724709,842.1855,5.302601,-68.38085,-9.177359,-3.86292,-3.631882,2.774006,2.779838,-106.946,-92.8921,-103.497,14.9,19.16,17.03,17.36,"NAN","NAN","NAN","NAN",4.411896,-0.13,0.18,0.15,0.02351781,0.1083866,0.04837221,0.1201275,0.9852085,0.008630694,0.7331673,0.5989273,0.05015562,0.0589393,1.480872,0.5574129,0.07612811,0.1399392,0.064289,0.00541367,0.01095256,0.009880701,0.01129354,0,0,0,0,0.03835968,0.07524283,0.07920692,0.03294284,0,0
"2016-02-26 00:10:00",55,1002.732,86.69317,-3.046349,-0.4375025,-1.106,-7.063998,842.6944,5.25775,0,0,-68.50489,-11.22162,-4.096137,-3.893953,-1.533956,0.9007069,-105.1406,-91.72372,-103.1473,14.73023,18.94045,16.85064,17.18086,0,0,0,0,4.341702,-0.3016818,-0.1845133,0.006568321,1002.664,86.47955,-3.156525,-7.151392,839.1438,5.243265,-69.54996,-12.93178,-4.221129,-4.007113,-6.241539,-0.694965,-107.4481,-93.8972,-103.9446,14.73,18.94,16.85,17.18,"NAN","NAN","NAN","NAN",4.179443,-0.47,-0.36,-0.09,1002.791,86.81435,-2.940872,-7.000618,848.7735,5.297131,-0.7773879,-0.09262493,0.9840703,-3.799343,2.080521,2.084895,-85.28061,-74.43754,-96.84014,14.82,19.04,16.94,17.27,"NAN","NAN","NAN","NAN",4.445099,-0.1,0.03,0.09,0.02706124,0.09695301,0.03425283,0.02840116,1.806108,0.006633728,0.2959349,0.5383611,0.054928,0.06544181,1.545557,0.5573134,6.597919,5.747721,2.0846,0.00450813,0.006733462,0.007540756,0.008738298,0,0,0,0,0.03671002,0.06821425,0.0631718,0.02611012,0,0
"2016-02-26 00:20:00",56,1002.749,86.99556,-3.104625,-0.4509043,-1.118617,-7.144659,846.7615,5.232694,0,0,-68.11945,-11.1445,-4.218139,-4.013195,-1.866019,0.9302679,-85.41832,-74.68732,-96.97695,14.65037,18.83093,16.7611,17.09145,0,0,0,0,4.38154,-0.2538184,-0.03717285,0.01185921,1002.668,86.74612,-3.241928,-7.251465,843.4255,5.205079,-68.96655,-12.51482,-4.329168,-4.098161,-6.241634,-0.6949648,-85.50092,-74.89825,-97.09965,14.65,18.83,16.76,17.09,"NAN","NAN","NAN","NAN",4.179443,-0.53,-0.26,-0.08,1002.829,87.30518,-2.977249,-7.013145,853.6555,5.274978,-67.21323,-9.594541,0.9836475,-3.903222,2.774026,2.779856,-85.28039,-74.47923,-96.84014,14.73,18.94,16.85,17.18,"NAN","NAN","NAN","NAN",4.544739,-0.04,0.23,0.12,0.03629304,6.537528,0.04441404,0.04214691,1.721263,0.01184211,0.3069748,0.5583407,0.03315379,0.03302391,1.458135,0.5391636,0.04989005,0.1162856,0.05221025,0.005413151,0.01007835,0.009879709,0.01131551,0,0,0,0,0.05580463,0.1205884,0.0815976,0.02737042,0,0
"2016-02-26 00:30:00",57,1002.818,87.48177,-3.095237,-0.2718511,-0.7629649,-7.221849,849.8794,5.169271,0,0,-67.98431,-10.98821,-4.265502,-4.052505,-1.907613,0.8197157,-85.57439,-75.10757,-97.13173,14.56041,18.70109,16.66122,16.9916,0,0,0,0,4.369206,0.1796693,-0.2982658,0.02137818,1002.754,87.13528,-3.239838,-7.276653,843.6147,5.07162,-68.67556,-12.51494,-4.386491,-4.134272,-6.935209,-0.6949803,-85.67828,-75.3597,-97.20486,14.56,18.7,16.66,16.99,"NAN","NAN","NAN","NAN",4.24588,-0.16,-0.51,-0.07,1002.875,87.81715,-2.955902,-7.159477,862.487,5.260835,-67.21359,-9.177467,-4.193685,0.9841614,2.774083,2.084947,-85.45692,-74.89825,-97.04786,14.65,18.83,16.76,17.09,"NAN","NAN","NAN","NAN",4.478302,0.44,-0.02,0.14,0.02366918,6.555775,0.04544672,0.01986631,3.73247,0.05916831,0.2942022,0.5241192,0.0519275,0.02748936,1.40205,0.5632671,0.04910413,0.1280023,0.04864435,0.006046374,0.0118653,0.01094886,0.01252267,0,0,0,0,0.03333274,0.1609658,0.1024427,0.03088702,0,0
"2016-02-26 00:40:00",58,1002.818,87.81593,-3.07159,-0.2851312,-0.9613186,-7.278353,847.4322,5.026798,0,0,-67.77777,-10.53871,-4.274074,-4.057356,-1.825446,0.7957609,-85.72673,-75.55541,-97.27122,14.47041,18.58101,16.56121,16.89159,0,0,0,0,4.383845,-0.08055607,-0.1669636,0.006565541,1002.767,87.68637,-3.171555,-7.347595,842.9715,4.937116,-68.67482,-12.0978,-4.344108,-4.149213,-6.935203,-0.6949793,-85.81151,-75.82088,-97.36149,14.47,18.58,16.56,16.89,"NAN","NAN","NAN","NAN",4.279053,-0.38,-0.39,-0.09,1002.87,88.00592,-2.977249,-7.200941,858.1928,5.119935,-66.92139,-8.760396,-4.195771,-3.981723,2.774071,2.084951,-85.63427,-75.31785,-97.20474,14.56,18.7,16.66,16.99,"NAN","NAN","NAN","NAN",4.511536,0.29,0.16,0.14,0.02411917,9.284122,0.03672097,0.02566581,2.47232,0.04596701,0.2371639,0.6034136,0.02540307,0.02562611,1.49746,0.5584068,0.05166674,0.1394095,0.04098461,0.006046328,0.01090951,0.01091913,0.01252267,0,0,0,0,0.03423523,0.178892,0.1215168,0.02499819,0,0
"2016-02-26 00:50:00",59,1002.806,87.86543,-3.200939,-0.2980957,-0.9740878,-7.293337,849.2402,4.950953,0,0,-67.50895,-10.02101,-4.385553,-4.167088,-1.918355,0.8966894,-85.88044,-76.05687,-97.40582,14.37046,18.461,16.45134,16.79159,0,0,0,0,4.391373,-0.1336365,-0.02734898,0.005423389,1002.764,87.62336,-3.382965,-7.393288,842.8942,4.908189,-68.38378,-11.68073,-4.492438,-4.278454,-6.935177,-0.6949854,-85.98872,-76.36607,-97.5182,14.37,18.46,16.45,16.79,"NAN","NAN","NAN","NAN",4.146271,-0.47,-0.26,-0.08,1002.863,88.21488,-2.958008,-7.1842,860.2932,5.020698,-66.6302,-8.343202,-4.236054,-4.026212,2.774071,2.084968,-85.76763,-75.77904,-97.30949,14.47,18.58,16.56,16.89,"NAN","NAN","NAN","NAN",4.644379,0.08,0.13,0.1,0.02264255,0.1466141,0.0936788,0.03864203,3.830111,0.02566133,0.6333922,0.5768253,0.8409209,0.0615763,1.421067,0.5462279,0.04950732,0.1520462,0.04679672,0.006767158,0.01090951,0.01204361,0.01252241,0,0,0,0,0.07484032,0.1297443,0.06735908,0.02221028,0,0
"2016-02-26 01:00:00",60,1002.806,88.37853,-3.211327,-0.5048532,-1.171739,-7.116219,856.4843,5.027513,0,0,-67.67329,-9.087918,-4.377802,-4.175325,-1.818163,0.7714893,-86.02799,-76.61412,-97.5359,14.28042,18.33109,16.35122,16.6916,0,0,0,0,4.232645,-0.3388885,-0.1187178,0.01924523,1002.755,88.18482,-3.357407,-7.359877,848.2021,4.916111,-68.38444,-11.68049,-4.490352,-4.276367,-6.241851,-0.6949961,-86.12112,-76.91029,-97.62217,14.28,18.33,16.35,16.69,"NAN","NAN","NAN","NAN",4.079895,-0.71,-0.29,-0.1,1002.859,88.61256,-3.08403,-6.849236,865.0641,5.070137,-66.92139,-6.674672,-4.318751,-4.102654,2.7741,2.084988,-85.94443,-76.32423,-97.46563,14.37,18.46,16.45,16.79,"NAN","NAN","NAN","NAN",4.411896,-0.03,0.09,0.12,0.02231015,0.1145963,0.05205254,0.1479619,3.785919,0.03486416,0.2780683,0.7081792,0.02983711,0.02888114,1.499577,0.5537042,0.04981029,0.1671827,0.04267637,0.006090466,0.01181847,0.01094886,0.01252267,0,0,0,0,0.06104415,0.1623805,0.0775801,0.02358554,0,0
"2016-02-26 01:10:00",61,1002.763,88.32312,-3.417353,-0.5179601,-1.000004,-7.361903,857.3568,4.885241,0,0,-67.18165,-9.405688,-4.507322,-4.288713,-2.110206,0.8660197,-86.15808,-77.21868,-97.65758,14.18039,18.19106,16.23137,16.59152,0,0,0,0,4.244365,-0.07593086,-0.0643981,0.007649139,1002.715,88.20332,-3.575165,-7.435163,840.1574,4.684196,-68.09109,-11.26345,-4.636621,-4.403517,-6.241853,-0.6949842,-86.25355,-77.53842,-97.72641,14.18,18.19,16.23,16.59,"NAN","NAN","NAN","NAN",3.947174,-0.34,-0.43,-0.09,1002.822,88.63985,-3.248535,-7.267702,868.4208,5.037418,-66.04665,-7.509071,-4.380231,-4.147126,2.774063,2.084992,-86.077,-76.86907,-97.57029,14.28,18.33,16.35,16.69,"NAN","NAN","NAN","NAN",4.478302,0.12,0.24,0.09,0.02140702,11.44558,0.06689302,0.03357486,7.201359,0.1004123,0.3215162,0.5737534,0.0559618,0.05511502,1.419098,0.5421454,0.0339971,0.180458,0.03847908,0.00620911,0.01216408,0.01270836,0.01224044,0,0,0,0,0.05447382,0.0750796,0.1406242,0.02371856,0,0
"2016-02-26 01:20:00",62,1002.776,88.76871,-3.398281,-0.5313672,-1.197511,-7.375564,846.467,4.727987,0,0,-67.13434,-9.088696,-4.533169,-4.309954,-2.001846,0.7431986,-86.26906,-77.85231,-97.7714,14.08046,18.05116,16.12134,16.48176,0,0,0,0,4.206468,-0.2571029,0.03190492,-0.004061208,1002.733,88.55467,-3.568863,-7.52681,839.2308,4.678277,-67.80164,-10.84664,-4.615438,-4.384404,-6.241985,-0.6950117,-86.34387,-78.16819,-97.83244,14.08,18.05,16.12,16.48,"NAN","NAN","NAN","NAN",4.079895,-0.46,-0.23,-0.14,1002.822,88.8586,-3.289139,-7.267475,852.1818,4.782099,-66.33908,-7.509125,-4.460839,-4.233998,2.774182,2.08503,-86.16542,-77.49647,-97.67432,14.18,18.19,16.23,16.59,"NAN","NAN","NAN","NAN",4.378662,-0.1,0.29,0.15,0.02052518,6.630187,0.04534174,0.0567868,2.725091,0.02223756,0.5947691,0.5182463,0.03176077,0.02714045,1.462969,0.5312581,0.03863835,0.1856507,0.04099872,0.006767158,0.01272779,0.01204361,0.01377496,0,0,0,0,0.03775685,0.08296199,0.107301,0.02644414,0,0
"2016-02-26 01:30:00",63,1002.775,88.7813,-3.410376,-0.5449026,-1.210835,-7.485138,841.5365,4.586881,0,0,-66.71503,-9.034495,-4.57405,-4.358751,-1.902198,0.8736164,-86.36406,-78.49013,-97.88494,13.97051,17.90126,16.01134,16.37176,0,0,0,0,4.205563,-0.2483541,-0.07856943,0.00974735,1002.722,88.71291,-3.524017,-7.564335,836.3634,4.500522,-67.80114,-10.84664,-4.674843,-4.460839,-6.242016,-0.6950024,-86.43143,-78.8373,-97.9873,13.97,17.9,16.01,16.37,"NAN","NAN","NAN","NAN",4.046722,-0.57,-0.23,-0.07,1002.823,88.85883,-3.287033,-7.346674,846.8329,4.701339,-66.0476,-7.509215,-4.479936,-4.270108,2.77423,2.085056,-86.29911,-78.16819,-97.78065,14.08,18.05,16.12,16.48,"NAN","NAN","NAN","NAN",4.312286,-0.11,0.23,0.16,0.02163337,6.641346,0.03532269,0.03975873,2.078234,0.051055,0.2827157,0.5388876,0.05640306,0.03613203,1.438253,0.5590601,0.02808154,0.1857213,0.03829276,0.007389365,0.0136354,0.01204259,0.01377333,0,0,0,0,0.03907129,0.08002993,0.07010943,0.02149524,0,0
"2016-02-26 01:40:00",64,1002.703,88.80188,-3.461787,-0.1726094,-1.038871,-7.470233,841.2632,4.554941,0,0,-66.70088,-8.720293,-4.603943,-4.388173,-1.95588,0.7532074,-86.44262,-79.13025,-98.0061,13.86051,17.75125,15.89146,16.25191,0,0,0,0,4.087328,-0.277569,-0.1708174,0.00680824,1002.63,88.73703,-3.607346,-7.609949,837.4481,4.517102,-67.50964,-10.84656,-4.691883,-4.462925,-6.935528,-0.6950083,-86.47682,-79.46626,-98.09245,13.86,17.75,15.89,16.25,"NAN","NAN","NAN","NAN",3.980316,-0.54,-0.34,-0.08,1002.786,88.91461,-3.310486,-7.30068,849.4661,4.585346,-65.75503,-7.092,-4.541459,-4.314578,2.774172,2.085041,-86.38719,-78.79534,-97.93525,13.97,17.9,16.01,16.37,"NAN","NAN","NAN","NAN",4.212677,-0.13,0.18,0.11,0.03196365,0.0280115,0.05571272,0.06210054,2.273931,0.01483788,0.2517822,0.5697564,0.02615954,0.0499998,1.473421,0.5167994,0.02801684,0.1810906,0.04148239,0.007390092,0.0136369,0.01313864,0.01499629,0,0,0,0,0.03497826,0.06449427,0.07229028,0.02017907,0,0
"2016-02-26 01:50:00",65,1002.602,88.8444,-3.571201,-0.1861879,-0.6846478,-7.609972,842.386,4.466701,0,0,-66.61453,-8.85128,-4.663138,-4.458802,-1.913726,0.7592857,-86.50166,-79.7356,-98.10952,13.75051,17.59134,15.77146,16.14176,0,0,0,0,4.028533,-0.2067489,-0.07112881,0.003239765,1002.532,88.76728,-3.688568,-7.702105,835.3132,4.309217,-67.50981,-10.8466,-4.799907,-4.583839,-6.242049,-0.6950133,-86.5654,-80.05236,-98.19666,13.75,17.59,15.77,16.14,"NAN","NAN","NAN","NAN",3.880798,-0.36,-0.21,-0.14,1002.701,88.96354,-3.45787,-7.517998,851.8549,4.556641,-66.04735,-7.092099,-4.562642,-4.350717,2.774268,2.085072,-86.47665,-79.42441,-98.04047,13.86,17.75,15.89,16.25,"NAN","NAN","NAN","NAN",4.146271,0,0.08,0.08,0.03644403,0.03876456,0.03664616,0.03564796,3.627783,0.0672437,0.2203923,0.5403391,0.04303183,0.04170507,1.451857,0.553039,0.02277897,0.1685695,0.04010079,0.007390016,0.01460347,0.01313864,0.01380329,0,0,0,0,0.03424419,0.07086039,0.05242118,0.02147743,0,0
